Model,Question Number,Model Answer,Correct
Mistral,76,A,True
Mistral,77,C,True
Mistral,78,B,True
Mistral,79,C,False
Mistral,80,B,True
Granite,1,A,True
Granite,2,[,False
Granite,3,B,True
Granite,4,B,False
Granite,5,A,True
Granite,6,A,True
Granite,7,A,True
Granite,8,C,False
Granite,9,A,True
Granite,10,B,False
Granite,11,A,True
Granite,12,A,True
Granite,13,A,True
Granite,14,A,True
Granite,15,A,True
Granite,16,A,True
Granite,17,B,False
Granite,18,C,False
Granite,19,C,False
Granite,20,A,True
Granite,21,A,True
Granite,22,A,True
Granite,23,A,True
Granite,24,A,True
Granite,25,B,True
Granite,26,A,True
Granite,27,A,True
Granite,28,A,True
Granite,29,A,False
Granite,30,A,True
Granite,31,A,True
Granite,32,B,False
Granite,33,C,True
Granite,34,B,False
Granite,35,B,False
Granite,36,B,False
Granite,37,D,False
Granite,38,A,True
Granite,39,B,False
Granite,40,B,True
Granite,41,A,True
Granite,42,B,False
Granite,43,C,True
Granite,44,B,False
Granite,45,A,True
Granite,46,A,True
Granite,47,A,False
Granite,48,C,False
Granite,49,A,True
Granite,50,A,True
Granite,51,B,False
Granite,52,A,False
Granite,53,C,False
Granite,54,A,True
Granite,55,A,True
Granite,56,A,True
Granite,57,A,True
Granite,58,B,False
Granite,59,B,False
Granite,60,B,True
Granite,61,A,False
Granite,62,A,True
Granite,63,A,False
Granite,64,C,True
Granite,65,A,True
Granite,66,B,True
Granite,67,A,True
Granite,68,A,False
Granite,69,A,False
Granite,70,C,True
Granite,71,C,True
Granite,72,B,False
Granite,73,B,True
Granite,74,A,True
Granite,75,C,True
Granite,76,A,True
Granite,77,C,True
Granite,78,B,True
Granite,79,B,False
Granite,80,B,True
Granite,1,A,True
Granite,2,[,False
Granite,3,B,True
Granite,4,B,False
Granite,5,A,True
Granite,6,A,True
Granite,7,A,True
Granite,8,C,False
Granite,9,A,True
Granite,10,B,False
Granite,11,A,True
Granite,12,A,True
Granite,13,A,True
Granite,14,A,True
Granite,15,A,True
Granite,16,A,True
Granite,17,B,False
Granite,18,C,False
Granite,19,C,False
Granite,20,A,True
Granite,21,A,True
Granite,22,A,True
Granite,23,A,True
Granite,24,A,True
Granite,25,B,True
Granite,26,A,True
Granite,27,A,True
Granite,28,A,True
Granite,29,A,False
Granite,30,A,True
Granite,31,A,True
Granite,32,B,False
Granite,33,C,True
Granite,34,B,False
Granite,35,B,False
Granite,36,B,False
Granite,37,D,False
Granite,38,A,True
Granite,39,B,False
Granite,40,B,True
Granite,41,A,True
Granite,42,B,False
Granite,43,C,True
Granite,44,B,False
Granite,45,A,True
Granite,46,A,True
Granite,47,A,False
Granite,48,C,False
Granite,49,A,True
Granite,50,A,True
Granite,51,B,False
Granite,52,A,False
Granite,53,C,False
Granite,54,A,True
Granite,55,A,True
Granite,56,A,True
Granite,57,A,True
Granite,58,B,False
Granite,59,B,False
Granite,60,B,True
Granite,61,A,False
Granite,62,A,True
Granite,63,A,False
Granite,64,C,True
Granite,65,A,True
Granite,66,B,True
Granite,67,A,True
Granite,68,A,False
Granite,69,A,False
Granite,70,C,True
Granite,71,C,True
Granite,72,B,False
Granite,73,B,True
Granite,74,A,True
Granite,75,C,True
Granite,76,A,True
Granite,77,C,True
Granite,78,B,True
Granite,79,B,False
Granite,80,B,True
Granite,1,A,True
Granite,2,[,False
Granite,3,B,True
Granite,4,B,False
Granite,5,A,True
Granite,6,A,True
Granite,7,A,True
Granite,8,C,False
Granite,9,A,True
Granite,10,B,False
Granite,11,A,True
Granite,12,A,True
Granite,13,A,True
Granite,14,A,True
Granite,15,A,True
Granite,16,A,True
Granite,17,B,False
Granite,18,C,False
Granite,19,C,False
Granite,20,A,True
Granite,21,A,True
Granite,22,A,True
Granite,23,A,True
Granite,24,A,True
Granite,25,B,True
Granite,26,A,True
Granite,27,A,True
Granite,28,A,True
Granite,29,A,False
Granite,30,A,True
Granite,31,A,True
Granite,32,B,False
Granite,33,C,True
Granite,34,B,False
Granite,35,B,False
Granite,36,B,False
Granite,37,A,True
Granite,38,A,True
Granite,39,B,False
Granite,40,B,True
Granite,41,A,True
Granite,42,B,False
Granite,43,C,True
Granite,44,B,False
Granite,45,A,True
Granite,46,A,True
Granite,47,A,False
Granite,48,C,False
Granite,49,A,True
Granite,50,A,True
Granite,51,B,False
Granite,52,A,False
Granite,53,C,False
Granite,54,A,True
Granite,55,A,True
Granite,56,A,True
Granite,57,A,True
Granite,58,B,False
Granite,59,B,False
Granite,60,B,True
Granite,61,A,False
Granite,62,A,True
Granite,63,A,False
Granite,64,C,True
Granite,65,A,True
Granite,66,B,True
Granite,67,A,True
Granite,68,A,False
Granite,69,A,False
Granite,70,C,True
Granite,71,C,True
Granite,72,B,False
Granite,73,B,True
Granite,74,A,True
Granite,75,C,True
Granite,76,A,True
Granite,77,C,True
Granite,78,B,True
Granite,79,B,False
Granite,80,B,True
Mistral,1,A,True
Mistral,2,A,True
Mistral,3,B,True
Mistral,4,B,False
Mistral,5,A,True
Mistral,6,A,True
Mistral,7,A,True
Mistral,8,A,True
Mistral,9,B,False
Mistral,10,A,True
Mistral,11,A,True
Mistral,12,A,True
Mistral,13,A,True
Mistral,14,A,True
Mistral,15,A,True
Mistral,16,A,True
Mistral,17,A,True
Mistral,18,C,False
Mistral,19,C,False
Mistral,20,A,True
Mistral,21,A,True
Mistral,22,C,False
Mistral,23,A,True
Mistral,24,A,True
Mistral,25,A,False
Mistral,26,A,True
Mistral,27,A,True
Mistral,28,A,True
Mistral,29,A,False
Mistral,30,A,True
Mistral,31,A,True
Mistral,32,A,True
Mistral,33,C,True
Mistral,34,A,True
Mistral,35,A,True
Mistral,36,A,True
Mistral,37,A,True
Mistral,38,A,True
Mistral,39,A,True
Mistral,40,B,True
Mistral,41,A,True
Mistral,42,C,True
Mistral,43,C,True
Mistral,44,D,False
Mistral,45,A,True
Mistral,46,A,True
Mistral,47,B,True
Mistral,48,D,False
Mistral,49,A,True
Mistral,50,A,True
Mistral,51,A,True
Mistral,52,B,True
Mistral,53,A,True
Mistral,54,A,True
Mistral,55,A,True
Mistral,56,A,True
Mistral,57,C,False
Mistral,58,A,True
Mistral,59,B,False
Mistral,60,B,True
Mistral,61,D,True
Mistral,62,C,False
Mistral,63,C,True
Mistral,64,C,True
Mistral,65,A,True
Mistral,66,B,True
Mistral,67,A,True
Mistral,68,D,True
Mistral,69,C,True
Mistral,70,C,True
Mistral,71,C,True
Mistral,72,C,True
Mistral,73,B,True
Mistral,74,A,True
Mistral,75,C,True
Mistral,76,A,True
Mistral,77,C,True
Mistral,78,B,True
Mistral,79,C,False
Mistral,80,B,True
Llama3,1,A,True
Llama3,2,A,True
Llama3,3,B,True
Llama3,4,A,True
Llama3,5,A,True
Llama3,6,A,True
Llama3,7,A,True
Llama3,8,A,True
Llama3,9,A,True
Llama3,10,A,True
Llama3,11,A,True
Llama3,12,A,True
Llama3,13,A,True
Llama3,14,A,True
Llama3,15,A,True
Llama3,16,A,True
Llama3,17,A,True
Llama3,18,A,True
Llama3,19,A,True
Llama3,20,A,True
Llama3,21,A,True
Llama3,22,D,False
Llama3,23,A,True
Llama3,24,A,True
Llama3,25,B,True
Llama3,26,A,True
Llama3,27,A,True
Llama3,28,A,True
Llama3,29,A,False
Llama3,30,A,True
Llama3,31,A,True
Llama3,32,A,True
Llama3,33,C,True
Llama3,34,A,True
Llama3,35,A,True
Llama3,36,A,True
Llama3,37,A,True
Llama3,38,A,True
Llama3,39,A,True
Llama3,40,D,False
Llama3,41,A,True
Llama3,42,C,True
Llama3,43,A,False
Llama3,44,D,False
Llama3,45,A,True
Llama3,46,A,True
Llama3,47,B,True
Llama3,48,D,False
Llama3,49,A,True
Llama3,50,C,False
Llama3,51,A,True
Llama3,52,B,True
Llama3,53,A,True
Llama3,54,A,True
Llama3,55,A,True
Llama3,56,C,False
Llama3,57,A,True
Llama3,58,D,False
Llama3,59,A,True
Llama3,60,D,False
Llama3,61,B,False
Llama3,62,D,False
Llama3,63,A,False
Llama3,64,C,True
Llama3,65,D,False
Llama3,66,B,True
Llama3,67,A,True
Llama3,68,D,True
Llama3,69,A,False
Llama3,70,B,False
Llama3,71,C,True
Llama3,72,A,False
Llama3,73,B,True
Llama3,74,A,True
Llama3,75,B,False
Llama3,76,A,True
Llama3,77,A,False
Llama3,78,B,True
Llama3,79,B,False
Llama3,80,B,True
