Model,Question Number,Model Answer,Correct
granite-code:8b,31,A,True
granite-code:8b,32,A,True
granite-code:8b,33,A,False
granite-code:8b,34,A,True
granite-code:8b,35,A,True
granite-code:8b,36,A,True
granite-code:8b,37,A,True
granite-code:8b,38,A,True
granite-code:8b,39,A,True
granite-code:8b,40,A,False
granite-code:8b,41,A,True
granite-code:8b,42,A,False
granite-code:8b,43,A,False
granite-code:8b,44,A,True
granite-code:8b,45,A,True
granite-code:8b,46,A,True
granite-code:8b,47,A,False
granite-code:8b,48,A,True
granite-code:8b,49,A,True
granite-code:8b,50,A,True
granite-code:8b,51,A,True
granite-code:8b,52,B,True
granite-code:8b,53,A,True
granite-code:8b,54,A,True
granite-code:8b,55,A,True
granite-code:8b,56,A,True
granite-code:8b,57,A,True
granite-code:8b,58,A,True
granite-code:8b,59,A,True
granite-code:8b,60,A,False
granite-code:8b,61,A,False
granite-code:8b,62,A,True
granite-code:8b,63,A,False
granite-code:8b,64,A,False
granite-code:8b,65,A,True
granite-code:8b,66,A,False
granite-code:8b,67,B,False
granite-code:8b,68,B,False
granite-code:8b,69,A,False
granite-code:8b,70,A,False
granite-code:8b,71,A,False
granite-code:8b,72,C,True
granite-code:8b,73,B,True
granite-code:8b,74,A,True
granite-code:8b,75,A,False
granite-code:8b,76,A,True
granite-code:8b,77,A,False
granite-code:8b,78,B,True
granite-code:8b,79,A,True
granite-code:8b,80,A,False
granite-code:8b,1,A,True
granite-code:8b,2,A,True
granite-code:8b,3,A,False
granite-code:8b,4,A,True
granite-code:8b,5,A,True
granite-code:8b,6,A,True
granite-code:8b,7,A,True
granite-code:8b,8,A,True
granite-code:8b,9,C,False
granite-code:8b,10,A,True
granite-code:8b,11,A,True
granite-code:8b,12,A,True
granite-code:8b,13,A,True
granite-code:8b,14,A,True
granite-code:8b,15,A,True
granite-code:8b,16,A,True
granite-code:8b,17,A,True
granite-code:8b,18,A,True
granite-code:8b,19,A,True
granite-code:8b,20,A,True
granite-code:8b,21,A,True
granite-code:8b,22,A,True
granite-code:8b,23,B,False
granite-code:8b,24,A,True
granite-code:8b,25,A,False
granite-code:8b,26,A,True
granite-code:8b,27,A,True
granite-code:8b,28,A,True
granite-code:8b,29,A,False
granite-code:8b,30,A,True
granite-code:8b,31,A,True
granite-code:8b,32,A,True
granite-code:8b,33,A,False
granite-code:8b,34,A,True
granite-code:8b,35,A,True
granite-code:8b,36,A,True
granite-code:8b,37,A,True
granite-code:8b,38,A,True
granite-code:8b,39,A,True
granite-code:8b,40,A,False
granite-code:8b,41,A,True
granite-code:8b,42,A,False
granite-code:8b,43,A,False
granite-code:8b,44,A,True
granite-code:8b,45,A,True
granite-code:8b,46,A,True
granite-code:8b,47,B,True
granite-code:8b,48,A,True
granite-code:8b,49,A,True
granite-code:8b,50,A,True
granite-code:8b,51,A,True
granite-code:8b,52,B,True
granite-code:8b,53,A,True
granite-code:8b,54,A,True
granite-code:8b,55,A,True
granite-code:8b,56,C,False
granite-code:8b,57,A,True
granite-code:8b,58,A,True
granite-code:8b,59,A,True
granite-code:8b,60,A,False
granite-code:8b,61,A,False
granite-code:8b,62,A,True
granite-code:8b,63,A,False
granite-code:8b,64,A,False
granite-code:8b,65,A,True
granite-code:8b,66,A,False
granite-code:8b,67,A,True
granite-code:8b,68,A,False
granite-code:8b,69,A,False
granite-code:8b,70,A,False
granite-code:8b,71,C,True
granite-code:8b,72,A,False
granite-code:8b,73,B,True
granite-code:8b,74,A,True
granite-code:8b,75,A,False
granite-code:8b,76,A,True
granite-code:8b,77,A,False
granite-code:8b,78,A,False
granite-code:8b,79,B,False
granite-code:8b,80,A,False
granite-code:8b,1,A,True
granite-code:8b,2,A,True
granite-code:8b,3,B,True
granite-code:8b,4,B,False
granite-code:8b,5,A,True
granite-code:8b,6,A,True
granite-code:8b,7,A,True
granite-code:8b,8,A,True
granite-code:8b,9,C,False
granite-code:8b,10,A,True
granite-code:8b,11,A,True
granite-code:8b,12,A,True
granite-code:8b,13,A,True
granite-code:8b,14,B,False
granite-code:8b,15,A,True
granite-code:8b,16,A,True
granite-code:8b,17,A,True
granite-code:8b,18,A,True
granite-code:8b,19,A,True
granite-code:8b,20,A,True
granite-code:8b,21,A,True
granite-code:8b,22,A,True
granite-code:8b,23,A,True
granite-code:8b,24,A,True
granite-code:8b,25,A,False
granite-code:8b,26,A,True
granite-code:8b,27,A,True
granite-code:8b,28,A,True
granite-code:8b,29,A,False
granite-code:8b,30,B,False
granite-code:8b,31,A,True
granite-code:8b,32,A,True
granite-code:8b,33,A,False
granite-code:8b,34,A,True
granite-code:8b,35,A,True
granite-code:8b,36,A,True
granite-code:8b,37,A,True
granite-code:8b,38,A,True
granite-code:8b,39,A,True
granite-code:8b,40,A,False
granite-code:8b,41,A,True
granite-code:8b,42,A,False
granite-code:8b,43,A,False
granite-code:8b,44,A,True
granite-code:8b,45,A,True
granite-code:8b,46,A,True
granite-code:8b,47,A,False
granite-code:8b,48,A,True
granite-code:8b,49,A,True
granite-code:8b,50,A,True
granite-code:8b,51,A,True
granite-code:8b,52,B,True
granite-code:8b,53,A,True
granite-code:8b,54,B,False
granite-code:8b,55,A,True
granite-code:8b,56,A,True
granite-code:8b,57,A,True
granite-code:8b,58,B,False
granite-code:8b,59,A,True
granite-code:8b,60,A,False
granite-code:8b,61,A,False
granite-code:8b,62,A,True
granite-code:8b,63,A,False
granite-code:8b,64,A,False
granite-code:8b,65,A,True
granite-code:8b,66,A,False
granite-code:8b,67,A,True
granite-code:8b,68,A,False
granite-code:8b,69,A,False
granite-code:8b,70,A,False
granite-code:8b,71,A,False
granite-code:8b,72,B,False
granite-code:8b,73,A,False
granite-code:8b,74,D,False
granite-code:8b,75,A,False
granite-code:8b,76,A,True
granite-code:8b,77,B,False
granite-code:8b,78,A,False
granite-code:8b,79,A,True
granite-code:8b,80,A,False
instructlab/granite-7b-lab:latest,1,A,True
instructlab/granite-7b-lab:latest,2,A,True
instructlab/granite-7b-lab:latest,3,A,False
instructlab/granite-7b-lab:latest,4,A,True
instructlab/granite-7b-lab:latest,5,A,True
instructlab/granite-7b-lab:latest,6,A,True
instructlab/granite-7b-lab:latest,7,A,True
instructlab/granite-7b-lab:latest,8,A,True
instructlab/granite-7b-lab:latest,9,A,True
instructlab/granite-7b-lab:latest,10,A,True
instructlab/granite-7b-lab:latest,11,A,True
instructlab/granite-7b-lab:latest,12,A,True
instructlab/granite-7b-lab:latest,13,A,True
instructlab/granite-7b-lab:latest,14,A,True
instructlab/granite-7b-lab:latest,15,A,True
instructlab/granite-7b-lab:latest,16,A,True
instructlab/granite-7b-lab:latest,17,A,True
instructlab/granite-7b-lab:latest,18,A,True
instructlab/granite-7b-lab:latest,19,A,True
instructlab/granite-7b-lab:latest,20,A,True
instructlab/granite-7b-lab:latest,21,A,True
instructlab/granite-7b-lab:latest,22,A,True
instructlab/granite-7b-lab:latest,23,A,True
instructlab/granite-7b-lab:latest,24,A,True
instructlab/granite-7b-lab:latest,25,A,False
instructlab/granite-7b-lab:latest,26,A,True
instructlab/granite-7b-lab:latest,27,A,True
instructlab/granite-7b-lab:latest,28,A,True
instructlab/granite-7b-lab:latest,29,A,False
instructlab/granite-7b-lab:latest,30,A,True
instructlab/granite-7b-lab:latest,31,A,True
instructlab/granite-7b-lab:latest,32,A,True
instructlab/granite-7b-lab:latest,33,A,False
instructlab/granite-7b-lab:latest,34,A,True
instructlab/granite-7b-lab:latest,35,A,True
instructlab/granite-7b-lab:latest,36,A,True
instructlab/granite-7b-lab:latest,37,A,True
instructlab/granite-7b-lab:latest,38,A,True
instructlab/granite-7b-lab:latest,39,A,True
instructlab/granite-7b-lab:latest,40,A,False
instructlab/granite-7b-lab:latest,41,A,True
instructlab/granite-7b-lab:latest,42,A,False
instructlab/granite-7b-lab:latest,43,A,False
instructlab/granite-7b-lab:latest,44,A,True
instructlab/granite-7b-lab:latest,45,A,True
instructlab/granite-7b-lab:latest,46,A,True
instructlab/granite-7b-lab:latest,47,A,False
instructlab/granite-7b-lab:latest,48,A,True
instructlab/granite-7b-lab:latest,49,A,True
instructlab/granite-7b-lab:latest,50,A,True
instructlab/granite-7b-lab:latest,51,A,True
instructlab/granite-7b-lab:latest,52,A,False
instructlab/granite-7b-lab:latest,53,A,True
instructlab/granite-7b-lab:latest,54,A,True
instructlab/granite-7b-lab:latest,55,A,True
instructlab/granite-7b-lab:latest,56,A,True
instructlab/granite-7b-lab:latest,57,A,True
instructlab/granite-7b-lab:latest,58,A,True
instructlab/granite-7b-lab:latest,59,A,True
instructlab/granite-7b-lab:latest,60,A,False
instructlab/granite-7b-lab:latest,61,A,False
instructlab/granite-7b-lab:latest,62,A,True
instructlab/granite-7b-lab:latest,63,A,False
instructlab/granite-7b-lab:latest,64,A,False
instructlab/granite-7b-lab:latest,65,A,True
instructlab/granite-7b-lab:latest,66,A,False
instructlab/granite-7b-lab:latest,67,A,True
instructlab/granite-7b-lab:latest,68,A,False
instructlab/granite-7b-lab:latest,69,A,False
instructlab/granite-7b-lab:latest,70,A,False
instructlab/granite-7b-lab:latest,71,A,False
instructlab/granite-7b-lab:latest,72,A,False
instructlab/granite-7b-lab:latest,73,A,False
instructlab/granite-7b-lab:latest,74,A,True
instructlab/granite-7b-lab:latest,75,A,False
instructlab/granite-7b-lab:latest,76,A,True
instructlab/granite-7b-lab:latest,77,A,False
instructlab/granite-7b-lab:latest,78,A,False
instructlab/granite-7b-lab:latest,79,A,True
instructlab/granite-7b-lab:latest,80,A,False
mistral,1,A,True
mistral,2,A,True
mistral,3,B,True
mistral,4,A,True
mistral,5,A,True
mistral,6,A,True
mistral,7,A,True
mistral,8,A,True
mistral,9,,False
mistral,10,A,True
mistral,11,A,True
mistral,12,A,True
mistral,13,A,True
mistral,14,A,True
mistral,15,C,False
mistral,16,A,True
mistral,17,A,True
mistral,18,A,True
mistral,19,A,True
mistral,20,A,True
mistral,21,A,True
mistral,22,A,True
mistral,23,A,True
mistral,24,A,True
mistral,25,B,True
mistral,26,A,True
mistral,27,A,True
mistral,28,A,True
mistral,29,A,False
mistral,30,A,True
mistral,31,A,True
mistral,32,A,True
mistral,33,A,False
mistral,34,A,True
mistral,35,A,True
mistral,36,A,True
mistral,37,A,True
mistral,38,A,True
mistral,39,A,True
mistral,40,B,True
mistral,41,A,True
mistral,42,C,True
mistral,43,A,False
mistral,44,A,True
mistral,45,A,True
mistral,46,A,True
mistral,47,B,True
mistral,48,A,True
mistral,49,A,True
mistral,50,A,True
mistral,51,A,True
mistral,52,A,False
mistral,53,A,True
mistral,54,A,True
mistral,55,A,True
mistral,56,A,True
mistral,57,A,True
mistral,58,A,True
mistral,59,A,True
mistral,60,A,False
mistral,61,A,False
mistral,62,A,True
mistral,63,A,False
mistral,64,C,True
mistral,65,A,True
mistral,66,,False
mistral,67,A,True
mistral,68,D,True
mistral,69,A,False
mistral,70,A,False
mistral,71,,False
mistral,72,,False
mistral,73,,False
mistral,74,A,True
mistral,75,,False
mistral,76,,False
mistral,77,,False
mistral,78,,False
mistral,79,,False
mistral,80,,False
