Model,Question Number,Model Answer,Correct
llama3,46,A,True
llama3,47,C,True
llama3,48,A,False
llama3,49,C,False
llama3,50,A,True
llama3,51,A,True
llama3,52,C,False
llama3,53,A,True
llama3,54,A,True
llama3,55,C,False
llama3,56,A,True
llama3,57,B,True
llama3,58,A,True
llama3,59,A,True
llama3,60,A,True
llama3,61,C,False
llama3,62,A,True
llama3,63,D,False
llama3,64,A,True
llama3,65,D,False
llama3,66,D,True
llama3,67,A,True
llama3,68,D,False
llama3,69,B,False
llama3,70,D,False
llama3,71,A,False
llama3,72,A,True
llama3,73,B,False
llama3,74,A,False
llama3,75,B,False
llama3,76,B,False
llama3,77,C,True
llama3,78,B,True
llama3,79,A,True
llama3,80,C,True
llama3,81,A,True
llama3,82,A,False
llama3,83,B,True
llama3,84,B,False
llama3,85,B,True
mistral,1,A,True
mistral,2,A,True
mistral,3,A,False
mistral,4,A,True
mistral,5,A,True
mistral,6,A,True
mistral,7,A,True
mistral,8,A,True
mistral,9,A,True
mistral,10,A,True
mistral,11,A,True
mistral,12,A,True
mistral,13,A,True
mistral,14,A,True
mistral,15,C,False
mistral,16,A,True
mistral,17,A,True
mistral,18,A,True
mistral,19,B,True
mistral,20,C,False
mistral,21,A,False
mistral,22,B,False
mistral,23,A,True
mistral,24,A,True
mistral,25,A,True
mistral,26,A,True
mistral,27,A,True
mistral,28,A,True
mistral,29,A,True
mistral,30,A,False
mistral,31,A,True
mistral,32,A,True
mistral,33,A,True
mistral,34,A,False
mistral,35,A,True
mistral,36,A,True
mistral,37,A,True
mistral,38,A,False
mistral,39,A,True
mistral,40,A,True
mistral,41,A,True
mistral,42,A,True
mistral,43,A,True
mistral,44,A,True
mistral,45,B,True
mistral,46,A,True
mistral,47,C,True
mistral,48,A,False
mistral,49,A,True
mistral,50,A,True
mistral,51,A,True
mistral,52,B,True
mistral,53,A,True
mistral,54,A,True
mistral,55,A,True
mistral,56,A,True
mistral,57,A,False
mistral,58,A,True
mistral,59,A,True
mistral,60,A,True
mistral,61,B,False
mistral,62,A,True
mistral,63,A,True
mistral,64,A,True
mistral,65,A,False
mistral,66,A,False
mistral,67,A,True
mistral,68,D,False
mistral,69,D,False
mistral,70,A,True
mistral,71,A,False
mistral,72,A,True
mistral,73,C,False
mistral,74,D,False
mistral,75,A,False
mistral,76,C,True
mistral,77,A,False
mistral,78,B,True
mistral,79,A,True
mistral,80,C,True
mistral,81,A,True
mistral,82,A,False
mistral,83,B,True
mistral,84,B,False
mistral,85,B,True
mistral,1,A,True
mistral,2,A,True
mistral,3,A,False
mistral,4,B,False
mistral,5,A,True
mistral,6,A,True
mistral,7,A,True
mistral,8,A,True
mistral,9,C,False
mistral,10,A,True
mistral,11,A,True
mistral,12,A,True
mistral,13,A,True
mistral,14,A,True
mistral,15,C,False
mistral,16,A,True
mistral,17,A,True
mistral,18,A,True
mistral,19,B,True
mistral,20,A,False
mistral,21,A,False
mistral,22,B,False
mistral,23,A,True
mistral,24,A,True
mistral,25,A,True
mistral,26,A,True
mistral,27,A,True
mistral,28,A,True
mistral,29,A,True
mistral,30,A,False
mistral,31,A,True
mistral,32,A,True
mistral,33,A,True
mistral,34,A,False
mistral,35,A,True
mistral,36,A,True
mistral,37,A,True
mistral,38,A,False
mistral,39,A,True
mistral,40,A,True
mistral,41,A,True
mistral,42,A,True
mistral,43,A,True
mistral,44,A,True
mistral,45,A,False
mistral,46,A,True
mistral,47,C,True
mistral,48,A,False
mistral,49,A,True
mistral,50,A,True
mistral,51,A,True
mistral,52,B,True
mistral,53,A,True
mistral,54,A,True
mistral,55,A,True
mistral,56,A,True
mistral,57,A,False
mistral,58,A,True
mistral,59,A,True
mistral,60,A,True
mistral,61,A,True
mistral,62,A,True
mistral,63,A,True
mistral,64,A,True
mistral,65,A,False
mistral,66,A,False
mistral,67,A,True
mistral,68,D,False
mistral,69,D,False
mistral,70,A,True
mistral,71,A,False
mistral,72,A,True
mistral,73,A,True
mistral,74,D,False
mistral,75,C,True
mistral,76,C,True
mistral,77,A,False
mistral,78,B,True
mistral,79,A,True
mistral,80,C,True
mistral,81,A,True
mistral,82,A,False
mistral,83,B,True
mistral,84,B,False
mistral,85,B,True
mistral,1,A,True
mistral,2,A,True
mistral,3,A,False
mistral,4,A,True
mistral,5,A,True
mistral,6,A,True
mistral,7,A,True
mistral,8,A,True
mistral,9,A,True
mistral,10,A,True
mistral,11,A,True
mistral,12,A,True
mistral,13,A,True
mistral,14,A,True
mistral,15,C,False
mistral,16,A,True
mistral,17,A,True
mistral,18,A,True
mistral,19,B,True
mistral,20,A,False
mistral,21,B,True
mistral,22,B,False
mistral,23,A,True
mistral,24,A,True
mistral,25,A,True
mistral,26,A,True
mistral,27,A,True
mistral,28,A,True
mistral,29,A,True
mistral,30,A,False
mistral,31,A,True
mistral,32,A,True
mistral,33,A,True
mistral,34,A,False
mistral,35,A,True
mistral,36,A,True
mistral,37,A,True
mistral,38,A,False
mistral,39,A,True
mistral,40,A,True
mistral,41,A,True
mistral,42,A,True
mistral,43,A,True
mistral,44,A,True
mistral,45,B,True
mistral,46,A,True
mistral,47,C,True
mistral,48,A,False
mistral,49,A,True
mistral,50,A,True
mistral,51,A,True
mistral,52,B,True
mistral,53,A,True
mistral,54,A,True
mistral,55,C,False
mistral,56,A,True
mistral,57,A,False
mistral,58,A,True
mistral,59,A,True
mistral,60,A,True
mistral,61,B,False
mistral,62,A,True
mistral,63,A,True
mistral,64,A,True
mistral,65,A,False
mistral,66,A,False
mistral,67,A,True
mistral,68,A,False
mistral,69,D,False
mistral,70,A,True
mistral,71,A,False
mistral,72,A,True
mistral,73,D,False
mistral,74,D,False
mistral,75,A,False
mistral,76,C,True
mistral,77,A,False
mistral,78,B,True
mistral,79,A,True
mistral,80,C,True
mistral,81,A,True
mistral,82,A,False
mistral,83,B,True
mistral,84,B,False
mistral,85,B,True
granite-code:8b,1,A,True
granite-code:8b,2,A,True
granite-code:8b,3,A,False
granite-code:8b,4,A,True
granite-code:8b,5,A,True
granite-code:8b,6,A,True
granite-code:8b,7,A,True
granite-code:8b,8,A,True
granite-code:8b,9,A,True
granite-code:8b,10,A,True
granite-code:8b,11,A,True
granite-code:8b,12,A,True
granite-code:8b,13,A,True
granite-code:8b,14,A,True
granite-code:8b,15,A,True
granite-code:8b,16,A,True
granite-code:8b,17,A,True
granite-code:8b,18,A,True
granite-code:8b,19,B,True
granite-code:8b,20,A,False
granite-code:8b,21,A,False
granite-code:8b,22,D,False
granite-code:8b,23,A,True
granite-code:8b,24,A,True
granite-code:8b,25,A,True
granite-code:8b,26,A,True
granite-code:8b,27,A,True
granite-code:8b,28,A,True
granite-code:8b,29,A,True
granite-code:8b,30,A,False
granite-code:8b,31,A,True
granite-code:8b,32,A,True
granite-code:8b,33,A,True
granite-code:8b,34,A,False
granite-code:8b,35,A,True
granite-code:8b,36,A,True
granite-code:8b,37,A,True
granite-code:8b,38,A,False
granite-code:8b,39,A,True
granite-code:8b,40,A,True
granite-code:8b,41,A,True
granite-code:8b,42,A,True
granite-code:8b,43,A,True
granite-code:8b,44,A,True
granite-code:8b,45,B,True
granite-code:8b,46,A,True
granite-code:8b,47,A,False
granite-code:8b,48,A,False
granite-code:8b,49,A,True
granite-code:8b,50,A,True
granite-code:8b,51,A,True
granite-code:8b,52,A,False
granite-code:8b,53,A,True
granite-code:8b,54,A,True
granite-code:8b,55,C,False
granite-code:8b,56,A,True
granite-code:8b,57,B,True
granite-code:8b,58,A,True
granite-code:8b,59,A,True
granite-code:8b,60,A,True
granite-code:8b,61,B,False
granite-code:8b,62,A,True
granite-code:8b,63,B,False
granite-code:8b,64,A,True
granite-code:8b,65,A,False
granite-code:8b,66,A,False
granite-code:8b,67,A,True
granite-code:8b,68,A,False
granite-code:8b,69,A,False
granite-code:8b,70,A,True
granite-code:8b,71,A,False
granite-code:8b,72,A,True
granite-code:8b,73,A,True
granite-code:8b,74,A,False
granite-code:8b,75,B,False
granite-code:8b,76,A,False
granite-code:8b,77,A,False
granite-code:8b,78,B,True
granite-code:8b,79,A,True
granite-code:8b,80,C,True
granite-code:8b,81,B,False
granite-code:8b,82,D,False
granite-code:8b,83,B,True
granite-code:8b,84,A,True
granite-code:8b,85,A,False
granite-code:8b,1,A,True
granite-code:8b,2,A,True
granite-code:8b,3,A,False
granite-code:8b,4,A,True
granite-code:8b,5,A,True
granite-code:8b,6,A,True
granite-code:8b,7,A,True
granite-code:8b,8,A,True
granite-code:8b,9,A,True
granite-code:8b,10,A,True
granite-code:8b,11,A,True
granite-code:8b,12,A,True
granite-code:8b,13,A,True
granite-code:8b,14,A,True
granite-code:8b,15,A,True
granite-code:8b,16,A,True
granite-code:8b,17,A,True
granite-code:8b,18,A,True
granite-code:8b,19,A,False
granite-code:8b,20,A,False
granite-code:8b,21,A,False
granite-code:8b,22,A,True
granite-code:8b,23,A,True
granite-code:8b,24,A,True
granite-code:8b,25,A,True
granite-code:8b,26,A,True
granite-code:8b,27,A,True
granite-code:8b,28,A,True
granite-code:8b,29,A,True
granite-code:8b,30,A,False
granite-code:8b,31,A,True
granite-code:8b,32,A,True
granite-code:8b,33,A,True
granite-code:8b,34,A,False
granite-code:8b,35,A,True
granite-code:8b,36,A,True
granite-code:8b,37,A,True
granite-code:8b,38,A,False
granite-code:8b,39,A,True
granite-code:8b,40,A,True
granite-code:8b,41,A,True
granite-code:8b,42,A,True
granite-code:8b,43,A,True
granite-code:8b,44,A,True
granite-code:8b,45,D,False
granite-code:8b,46,A,True
granite-code:8b,47,A,False
granite-code:8b,48,A,False
granite-code:8b,49,A,True
granite-code:8b,50,A,True
granite-code:8b,51,A,True
granite-code:8b,52,A,False
granite-code:8b,53,A,True
granite-code:8b,54,A,True
granite-code:8b,55,A,True
granite-code:8b,56,A,True
granite-code:8b,57,A,False
granite-code:8b,58,A,True
granite-code:8b,59,A,True
granite-code:8b,60,A,True
granite-code:8b,61,B,False
granite-code:8b,62,A,True
granite-code:8b,63,A,True
granite-code:8b,64,A,True
granite-code:8b,65,A,False
granite-code:8b,66,A,False
granite-code:8b,67,A,True
granite-code:8b,68,A,False
granite-code:8b,69,A,False
granite-code:8b,70,A,True
granite-code:8b,71,A,False
granite-code:8b,72,A,True
granite-code:8b,73,A,True
granite-code:8b,74,A,False
granite-code:8b,75,A,False
granite-code:8b,76,A,False
granite-code:8b,77,A,False
granite-code:8b,78,A,False
granite-code:8b,79,D,False
granite-code:8b,80,A,False
granite-code:8b,81,A,True
granite-code:8b,82,A,False
granite-code:8b,83,A,False
granite-code:8b,84,A,True
granite-code:8b,85,A,False
granite-code:8b,1,A,True
granite-code:8b,2,A,True
granite-code:8b,3,A,False
granite-code:8b,4,A,True
granite-code:8b,5,A,True
granite-code:8b,6,A,True
granite-code:8b,7,A,True
granite-code:8b,8,A,True
granite-code:8b,9,A,True
granite-code:8b,10,A,True
granite-code:8b,11,A,True
granite-code:8b,12,A,True
granite-code:8b,13,A,True
granite-code:8b,14,A,True
granite-code:8b,15,A,True
granite-code:8b,16,A,True
granite-code:8b,17,A,True
granite-code:8b,18,A,True
granite-code:8b,19,A,False
granite-code:8b,20,A,False
granite-code:8b,21,A,False
granite-code:8b,22,A,True
granite-code:8b,23,A,True
granite-code:8b,24,A,True
granite-code:8b,25,A,True
granite-code:8b,26,A,True
granite-code:8b,27,D,False
granite-code:8b,28,A,True
granite-code:8b,29,A,True
granite-code:8b,30,A,False
granite-code:8b,31,A,True
granite-code:8b,32,A,True
granite-code:8b,33,A,True
granite-code:8b,34,A,False
granite-code:8b,35,A,True
granite-code:8b,36,A,True
granite-code:8b,37,A,True
granite-code:8b,38,A,False
granite-code:8b,39,A,True
granite-code:8b,40,A,True
granite-code:8b,41,A,True
granite-code:8b,42,A,True
granite-code:8b,43,A,True
granite-code:8b,44,A,True
granite-code:8b,45,A,False
granite-code:8b,46,A,True
granite-code:8b,47,A,False
granite-code:8b,48,A,False
granite-code:8b,49,A,True
granite-code:8b,50,A,True
granite-code:8b,51,A,True
granite-code:8b,52,A,False
granite-code:8b,53,A,True
granite-code:8b,54,A,True
granite-code:8b,55,A,True
granite-code:8b,56,A,True
granite-code:8b,57,B,True
granite-code:8b,58,A,True
granite-code:8b,59,A,True
granite-code:8b,60,A,True
granite-code:8b,61,A,True
granite-code:8b,62,A,True
granite-code:8b,63,C,False
granite-code:8b,64,A,True
granite-code:8b,65,A,False
granite-code:8b,66,A,False
granite-code:8b,67,A,True
granite-code:8b,68,A,False
granite-code:8b,69,A,False
granite-code:8b,70,A,True
granite-code:8b,71,A,False
granite-code:8b,72,A,True
granite-code:8b,73,A,True
granite-code:8b,74,A,False
granite-code:8b,75,A,False
granite-code:8b,76,C,True
granite-code:8b,77,C,True
granite-code:8b,78,B,True
granite-code:8b,79,D,False
granite-code:8b,80,B,False
granite-code:8b,81,B,False
granite-code:8b,82,A,False
granite-code:8b,83,B,True
granite-code:8b,84,A,True
granite-code:8b,85,A,False
granite-code:8b,1,A,True
granite-code:8b,2,A,True
granite-code:8b,3,A,False
granite-code:8b,4,A,True
granite-code:8b,5,A,True
granite-code:8b,6,A,True
granite-code:8b,7,A,True
granite-code:8b,8,A,True
granite-code:8b,9,A,True
granite-code:8b,10,A,True
granite-code:8b,11,A,True
granite-code:8b,12,A,True
granite-code:8b,13,A,True
granite-code:8b,14,A,True
granite-code:8b,15,A,True
granite-code:8b,16,A,True
granite-code:8b,17,A,True
granite-code:8b,18,A,True
granite-code:8b,19,A,False
granite-code:8b,20,A,False
granite-code:8b,21,A,False
granite-code:8b,22,C,False
granite-code:8b,23,A,True
granite-code:8b,24,A,True
granite-code:8b,25,A,True
granite-code:8b,26,A,True
granite-code:8b,27,A,True
granite-code:8b,28,A,True
granite-code:8b,29,A,True
granite-code:8b,30,A,False
granite-code:8b,31,A,True
granite-code:8b,32,A,True
granite-code:8b,33,A,True
granite-code:8b,34,A,False
granite-code:8b,35,A,True
granite-code:8b,36,A,True
granite-code:8b,37,A,True
granite-code:8b,38,A,False
granite-code:8b,39,A,True
granite-code:8b,40,A,True
granite-code:8b,41,A,True
granite-code:8b,42,A,True
granite-code:8b,43,A,True
granite-code:8b,44,A,True
granite-code:8b,45,B,True
granite-code:8b,46,A,True
granite-code:8b,47,A,False
granite-code:8b,48,A,False
granite-code:8b,49,B,False
granite-code:8b,50,A,True
granite-code:8b,51,A,True
granite-code:8b,52,A,False
granite-code:8b,53,A,True
granite-code:8b,54,A,True
granite-code:8b,55,A,True
granite-code:8b,56,A,True
granite-code:8b,57,B,True
granite-code:8b,58,A,True
granite-code:8b,59,A,True
granite-code:8b,60,A,True
granite-code:8b,61,A,True
granite-code:8b,62,B,False
granite-code:8b,63,A,True
granite-code:8b,64,A,True
granite-code:8b,65,A,False
granite-code:8b,66,A,False
granite-code:8b,67,A,True
granite-code:8b,68,A,False
granite-code:8b,69,A,False
granite-code:8b,70,A,True
granite-code:8b,71,A,False
granite-code:8b,72,A,True
granite-code:8b,73,A,True
granite-code:8b,74,A,False
granite-code:8b,75,A,False
granite-code:8b,76,A,False
granite-code:8b,77,C,True
granite-code:8b,78,B,True
granite-code:8b,79,A,True
granite-code:8b,80,A,False
granite-code:8b,81,A,True
granite-code:8b,82,A,False
granite-code:8b,83,B,True
granite-code:8b,84,A,True
granite-code:8b,85,A,False
